content	url	raw_date	length	date	filename
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with Americans who wrote letters about how they benefitted from the Affordable Care Act. There will be a pool spray at the top of this meeting in the Roosevelt Room. In the afternoon, the President will hold a Cabinet Meeting where they will discuss a range of issues, including the President's FY2016 budget and the importance of Congress passing a clean funding bill to ensure the Department of Homeland Security has the resources it needs to carry out critical national security priorities. There will be a pool spray at the top of this meeting in the Cabinet Room. "	obamawhitehouse.archives.gov/blog?page=66	2015-02-03T00:00:00-05:00	763	"February 3, 2015"	150203
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with Ebola response supporters. This meeting in the Roosevelt Room is closed press. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. Later in the afternoon, the President will make remarks on the progress made to date and the next steps in our response to the Ebola outbreak in West Africa. This event in the South Court Auditorium is open press. In the evening, the President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=66	2015-02-11T00:00:00-05:00	745	"February 11, 2015"	150211
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with members of the Financial Services Forum as part of the organization's daylong Spring Meeting.This meeting in the Roosevelt Room is closed press. In the afternoon, the President will hold a conference call with more than 100 local elected officials, as well as business and community leaders, to discuss summer and year-round pathways to youth employment.This event is closed press. Later in the afternoon, the President will award Chaplain (Captain) Emil J. Kapaun, U.S. Army, the Medal of Honor for conspicuous gallantry at the White House. Chaplain Kapaun will receive the Medal of Honor posthumously for his extraordinary heroism while serving with the 3d Battalion, 8th Cavalry Regiment, 1st Cavalry Division during combat operations against an armed enemy at Unsan, Korea and as a prisoner of war from November 1-2, 1950. The First Lady will also attend this event.This event in the East Room is open press. Later, the President will meet with United Nations Secretary General Ban Ki-moon in the Oval Office. There will be a pool spray at the bottom of this meeting. In the afternoon, the Vice President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=111	2013-04-11T00:00:00-04:00	1349	"April 11, 2013"	130411
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with Secretary of State Kerry in the Oval Office; the Vice President will also attend. This meeting is closed press. In the afternoon, the President will host Crown Prince Mohammed Bin Zayed Al Nahyan of the United Arab Emirates for a working lunch at the White House to consult on a wide range of regional and bilateral issues; the Vice President will also attend. They will discuss joint efforts to counter ISIL and address violent extremism; the recent framework between the P5+1 and Iran to prevent Iran from obtaining a nuclear weapon; our cooperation with respect to Yemen; and how best to resolve the conflicts in Libya and Syria. There will be a pool spray of their greet in the Oval Office, and the working lunch in the Private Dining Room is closed press. Later in the afternoon, the President will welcome the Ohio State University Buckeyes football team to honor the team on winning the first ever College Football Playoff National Championship. This visit will continue the tradition begun by President Obama of honoring sports teams for their efforts to give back to their communities. This event in the East Room is open press. Afterward, the President will meet with Secretary of the Treasury Lew in the Oval Office; the Vice President will also attend. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=61	2015-04-20T00:00:00-04:00	1494	"April 20, 2015"	150420
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors in the Oval Office. This meeting is closed press. In the afternoon, the President will welcome His Excellency President Thein Sein to the White House.Since President Obama's historic trip to Rangoon last November, the United States has continued to advocate for continued progress on reform by President Thein Sein's government, in close cooperation with Aung San Suu Kyi, civil society leaders, and the international community.The President looks forward to discussing with President Thein Sein the many remaining challenges to efforts to develop democracy, address communal and ethnic tensions, and bring economic opportunity to the people of his country, and to exploring how the United States can help. President Thein Sein's visit underscores President Obama's commitment to supporting and assisting those governments that make the important decision to embrace reform, and highlights the dedication of the United States to helping the Burmese people realize the full potential of their extraordinary country. There will be a pool spray at the bottom of this meeting in the Oval Office. In the afternoon, the Vice President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=108	2013-05-20T00:00:00-04:00	1385	"May 20, 2013"	130520
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors in the Oval Office. This meeting is closed press. In the afternoon, the President will make a personnel announcement in the State Dining Room. This announcement is pooled press. In the afternoon, the President and the Vice President will meet with Secretary of State Kerry. This meeting in the Oval Office is closed press. Later in the afternoon, the President and the Vice President will meet with Secretary of the Treasury Lew. This meeting in the Oval Office is closed press. At 7:15 PM, the Vice President will attend and deliver remarks at an event for the DC Volunteer Lawyers Project at the Four Seasons hotel in Washington, DC. This event is pooled press. "	obamawhitehouse.archives.gov/blog?page=109	2013-05-01T00:00:00-04:00	879	"May 1, 2013"	130501
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors in the Oval Office. This meeting is closed press. At 10:00 AM, the Vice President will swear in John Brennan as Director of the Central Intelligence Agency in the Roosevelt Room of the White House. This ceremony is closed press. Later, the President will meet with faith leaders to discuss the need for commonsense immigration reform.This meeting in the Roosevelt Room is closed press. In the afternoon, the Vice President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=113	2013-03-08T00:00:00-05:00	679	"March 8, 2013"	130308
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors in the Oval Office. This meeting is closed press. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. Later in the afternoon, the President will give a speech at the National Defense University on the Administration's counterterrorism policy. The President's remarks will be open to pre-credentialed members of the media; the RSVP deadline has passed."	obamawhitehouse.archives.gov/blog?page=108	2013-05-23T00:00:00-04:00	645	"May 23, 2013"	130523
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors in the Oval Office. This meeting is closed press. In the afternoon, the President will travel to Walter Reed National Military Medical Center and visit with Wounded Warriors who are being treated at the hospital and their families.This visit is closed press. Later in the afternoon, the President and the Vice President will meet with Secretary of Defense Chuck Hagel in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=113	2013-03-05T00:00:00-05:00	633	"March 5, 2013"	130305
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors in the Oval Office. This meeting is closed press. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. "	obamawhitehouse.archives.gov/blog?page=113	2013-03-11T00:00:00-04:00	396	"March 11, 2013"	130311
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors. This meeting in the Oval Office is closed press. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. Later in the afternoon, the President will welcome the Stanley Cup champion Los Angeles Kings and the Major League Soccer champion LA Galaxy to the White House to honor their 2012 championship seasons in a ceremony in the East Room.This visit will also continue the tradition begun by President Obama of honoring sports teams for their efforts to give back to communities as part of their trip to Washington.This event is open press. Later, the Vice President will travel to New Castle, Delaware. At 3:00 PM, the Vice President, Secretary of the Interior Ken Salazar, and Senator Tom Carper will deliver remarks at the newly designated First State National Monument at the Sheriff's Office in New Castle. The monument will tell the story of the early Dutch, Swedish, Finnish and English settlement of the colony of Delaware, as well as Delaware's role as the first state to ratify the Constitution.The park is comprised of three historic areas related to Delaware's rich history:the Dover Green, the New Castle Court House complex (including the courthouse, Green and Sheriff's House), and the Woodlawn property in the Brandywine Valley.This event is open press. Later, the President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=112	2013-03-26T00:00:00-04:00	1672	"March 26, 2013"	130326
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors. This meeting in the Oval Office is closed press. In the afternoon, the President will welcome the BCS National Champion University of Alabama Crimson Tide to the White House to honor their 15th championship and their exceptional 2012-2013 season.Continuing his tradition of recognizing sports teams for their work off the field, President Obama will highlight the Crimson Tide's ongoing efforts to give back to their community. This event on the South Lawn is open press. Later in the afternoon, the President will participate in an Ambassador Credentialing Ceremony in the Oval Office. At this event, the President will receive the credentials from foreign Ambassadors recently posted in Washington.The presentation of credentials is a traditional ceremony that marks the formal beginning of an Ambassador's service in Washington. This event is closed press. The following Ambassadors will attend: Her Excellency Maria Cecilia Nahon, Ambassador of the Argentine Republic His Excellency Cui Tiankai, Ambassador of the People's Republic of China His Excellency Mohktar Chaouachi, Ambassador of the Tunisian Republic His Excellency Archil Gegeshidze, Ambassador of Georgia His Excellency Ruben Ignacio Zamora Rivas, Ambassador of the Republic of El Salvador In the afternoon, the Vice President will attend meetings at the White House. The President will deliver a statement in the Brady Press Briefing Room. The President's remarks will be open press. "	obamawhitehouse.archives.gov/blog?page=111	2013-04-15T00:00:00-04:00	1667	"April 15, 2013"	130415
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with senior advisors. This meeting in the Oval Office is closed press. At 3:00 PM, the Vice President will meet with Deputy Prime Minister Taro Aso of Japan at the White House. This meeting is closed press. Today's Press Briefing is delayed until further notice.  "	obamawhitehouse.archives.gov/blog?page=110	2013-04-19T00:00:00-04:00	458	"April 19, 2013"	130419
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will meet with top business leaders to discuss the importance of taking action to pass commonsense immigration reform to bolster US economic growth. The Vice President will also attend. There will be a pool spray at the top of this meeting. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. Later in the afternoon, the President will travel to the Walter Reed National Military Medical Center in Bethesda, Maryland, to visit with wounded service members. The President will also visit the Fisher House, a program that supports military families by welcoming them to stay at the House while their loved one receives specialized medical care. Both visits are closed press. "	obamawhitehouse.archives.gov/blog?page=96	2013-11-05T00:00:00-05:00	936	"November 5, 2013"	131105
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will participate in a discussion with Robert Putnam, professor of public policy at the Harvard University John F. Kennedy School of Government, and Arthur Brooks, president of the American Enterprise Institute, at the Catholic-Evangelical Leadership Summit on Overcoming Poverty at Georgetown University. The discussion will be moderated by E.J. Dionne, Jr., Washington Post columnist and professor in Georgetown's McCourt School of Public Policy. The President's remarks are open to pre-credentialed media. In the afternoon, the President will meet with Secretary of Defense Carter in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=59	2015-05-12T00:00:00-04:00	817	"May 12, 2015"	150512
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will sign the bill S. 665, the Rafael Ramos and Wenjian Liu National Blue Alert Act of 2015. There will be a pool spray of this signing in the Oval Office. In the afternoon, the President and the Vice President will meet with Secretary of Defense Carter in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=59	2015-05-19T00:00:00-04:00	488	"May 19, 2015"	150519
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will travel to Ann Arbor, Michigan. The departure from the South Lawn and arrival at Willow Run Airport are open press. In Ann Arbor, the President will deliver remarks at the University of Michigan, Ann Arbor on raising the national minimum wage. The President's remarks are open to pre-credentialed media. Following this event, the President will depart Ann Arbor, Michigan en route Chicago, Illinois. The departure from Willow Run Airport and the arrival at Chicago O'Hare International Airport are open press. Later in the afternoon, the President will attend a DNC event. Following this, the President will deliver remarks and answer questions at a DNC dinner. The first event is closed press, and the dinner is open to the print pool for remarks only. At night, the President will depart Chicago en route Washington, DC. The departure from Chicago O'Hare International Airport and arrival on the South Lawn are open press. "	obamawhitehouse.archives.gov/blog?page=87	2014-04-02T00:00:00-04:00	1113	"April 2, 2014"	140402
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will travel to Chattanooga, Tennessee. The departure from the South Lawn and the arrival at the Chattanooga Metropolitan Airport are open press. While in Chattanooga, the President will travel to the Amazon fulfillment center to give the first in a series of policy speeches on his better bargain for the middle class.His speech will focus on proposals to jumpstart private sector job growth and strengthen the manufacturing sector. At the Amazon Fulfillment Center, the President will tour and give remarks. The tour is pooled press, while the remarks are open press. In the evening, the President will depart Chattanooga, Tennessee en route Washington, DC. The departure from the Chattanooga Metropolitan Airport and the arrival on the South Lawn are open press. Later, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. At 8:30 AM, the Vice President and former Secretary Hillary Clinton will meet for breakfast at the Naval Observatory."	obamawhitehouse.archives.gov/blog?page=103	2013-07-30T00:00:00-04:00	1202	"July 30, 2013"	130730
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will travel to Lansing, Michigan. The departure from the South Lawn and the arrival at Capital Region International Airport are open press. In the afternoon, the President will tour the Michigan Biotechnology Institute where the President will see firsthand what institutions are doing to create jobs and drive innovation that benefits farmers, ranchers, our rural communities, and our nation as a whole. There will be out-of-town travel pool coverage of the President's tour. Following the tour, the President will deliver remarks at Michigan State University on the importance of the Farm Bill to America's economy. Following his remarks, the President will sign the bipartisan Agriculture Act of 2014 into law. The President's remarks are open to pre-credentialed media. In the afternoon, the President will depart Lansing, Michigan en route Washington, DC. The departure from Capital Region International Airport and the arrival on the South Lawn are open press. "	obamawhitehouse.archives.gov/blog?page=91	2014-02-07T00:00:00-05:00	1151	"February 7, 2014"	140207
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will travel to St. Paul, Minnesota. The departure from the South Lawn and arrival at Minneapolis-St. Paul International Airport are open press. In the afternoon, the President will tour the Metro Transit Light Rail Operations and Maintenance Facility. There will be out-of-town travel pool coverage of the President's tour. Following the tour, the President will deliver remarks at Union Depot to announce a new competition encouraging investments to create jobs and restore infrastructure as part of the President's Year of Action. The President's remarks are open to pre-credentialed media. Later in the afternoon, the President will depart St. Paul, Minnesota en route Washington, DC. The departure from Minneapolis-St. Paul International Airport and arrival on the South Lawn are open press. "	obamawhitehouse.archives.gov/blog?page=90	2014-02-26T00:00:00-05:00	980	"February 26, 2014"	140226
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will welcome President Park Geun-hye of the Republic of Korea to the White House.As we celebrate the 60th anniversary of the U.S.-ROK alliance this year, President Park's visit will highlight the growth, breadth, depth and strength of our alliance, our increased global cooperation, the deep economic ties between the United States and the Republic of Korea, and the strong bonds of friendship between the American and Korean people.There will be a pool spray at the top of the bilateral meeting in the Oval Office. The Vice President will also attend. In the afternoon, the President will host President Park Geun-hye of the Republic of Korea for lunch in the Cabinet Room. The Vice President will also attend. This lunch is closed press. Later in the afternoon, the President and President Park Geun-hye of the Republic of Korea will hold a joint press conference. The joint press conference in the East Room is open press. Later, the President will meet with senior advisors in the Oval Office. This meeting is closed press. Afterwards, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. In the evening, the President will attend a DNC event at the St. Regis Hotel in Washington, DC.This event is closed press. At 7:15 PM, the Vice President will deliver remarks at the 2013 Annual Gala Dinner of the Joint Center for Political and Economic Studies. This event at the Mandarin Oriental is open press. "	obamawhitehouse.archives.gov/blog?page=109	2013-05-07T00:00:00-04:00	1666	"May 7, 2013"	130507
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will welcome the Boston Red Sox to the White House to honor the team and their 2013 World Series Championship. This visit will continue the tradition begun by President Obama of honoring sports teams for their efforts to give back to their communities. This event on the South Lawn is open to pre-credentialed media. The deadline to request media credentials has passed. In the afternoon, the President will meet with House Democratic Leader Nancy Pelosi in the Private Dining Room for lunch.This meeting is closed press.Later in the afternoon, the President and the Vice President will meet with Secretary of Commerce Pritzker. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=87	2014-04-01T00:00:00-04:00	843	"April 1, 2014"	140401
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President will welcome the Wounded Warrior Project's Soldier Ride to the White House in celebration of the eighth annual Soldier Ride. A cycling event to help Wounded Warriors restore their physical and emotional well-being, the Soldier Ride also raises awareness of our nation's Wounded Warriors who battle the physical and psychological damages of war. The Vice President will also attend. This event on the South Lawn is open press. In the afternoon, the President will deliver remarks at a Champions of Change event highlighting issues important to working families. Later in the afternoon , the President will sign the bill H.R. 2 Medicare Access and CHIP Reauthorization Act of 2015. There will be a pool spray of this signing in the Rose Garden. Later in the afternoon, the President will host a reception for Greek Independence Day in the East Room. The Vice President will also attend. This reception is closed press. "	obamawhitehouse.archives.gov/blog?page=61	2015-04-16T00:00:00-04:00	1101	"April 16, 2015"	150416
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. In the afternoon, the President will welcome Prime Minister Nawaz Sharif of Pakistan to the White House. The Vice President will attend. The meeting will highlight the importance and resilience of the U.S.-Pakistan relationship and provide an opportunity for us to strengthen cooperation on issues of mutual concern, such as energy, trade and economic development, regional stability, and countering violent extremism.There will be a pool spray at the bottom of the meeting. Later, the President and the Vice President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=97	2013-10-23T00:00:00-04:00	882	"October 23, 2013"	131023
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. In the afternoon, the President and the Vice President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. Later, the President and the Vice President will meet with Secretary of State Kerry in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=97	2013-10-16T00:00:00-04:00	552	"October 16, 2013"	131016
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later, the President and the Vice President will meet with the Republican Senate Caucus in the State Dining Room.This meeting is closed press. In the afternoon, the President will meet with small business owners in the Roosevelt Room to discuss the need for Congress to act to reopen the government and pay the bills it has racked up.If Congress fails to act, there will be consequences felt by businesses across the country, and the President will continue to urge leaders in Congress to reach a solution that reopens the government and ensures our nation doesn't default.The meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=98	2013-10-11T00:00:00-04:00	750	"October 11, 2013"	131011
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later, the Vice President will attend meetings at the White House. Later, the Vice President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=103	2013-08-02T00:00:00-04:00	282	"August 2, 2013"	130802
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.In the morning, the President will hold a meeting with his Cabinet and senior officials to lay out his vision for smarter government during his second term. Following this meeting, the President will make a statement on his Management Agenda in the State Dining Room. The Cabinet meeting will be closed press and the President's remarks will be pooled press. In the afternoon, the Vice President will host a lunch meeting with Secretary of Defense Chuck Hagel at the White House."	obamawhitehouse.archives.gov/blog?page=105	2013-07-08T00:00:00-04:00	626	"July 8, 2013"	130708
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.Later in the morning, the President will hold a bilateral meeting with General Secretary Nguyen Phu Trong of Vietnam; the Vice President will also attend.There will be a pool spray at the bottom of the meeting in the Oval Office. In the afternoon, the President will meet with Secretary of Defense Carter in the Oval Office. This meeting is closed press. In the evening, the President will meet with the Senate Democratic Caucus in the State Dining Room. The meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=55	2015-07-07T00:00:00-04:00	631	"July 7, 2015"	150707
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. In the afternoon, the President will make a statement on the Senate's efforts to confirm Presidential nominees. The President's statement in the Brady Press Briefing Room is open press. Later in the afternoon, the President will sign H.R. 2747:Streamlining Claims Processing for Federal Contractor Employees Act, S. 330: HIV Organ Policy Equity Act, and S. 893:Veterans' Compensation Cost-of-Living Adjustment Act of 2013. There will be a stills only pool spray of these signings in the Oval Office. Later in the afternoon, the President will address a group of educators being honored as ConnectED Champions of Change for taking creative approaches in using technology to enhance learning for students in communities across the country. This past June, President Obama launched the ConnectED Initiative to connect 99% of America's students to the digital age through next-generation broadband and high-speed wireless in five years and calling on the FCC to modernize its existing E-Rate program to meet this goal. The President's remarks will be pooled press, and the event will be live streamed on the White House website."	obamawhitehouse.archives.gov/blog?page=95	2013-11-21T00:00:00-05:00	1402	"November 21, 2013"	131121
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. In the afternoon, the President and the Vice President will meet for lunch.This lunch in the Private Dining Room is closed press. At 1:30 PM, the Vice President will host a Medal of Valor ceremony with Attorney General Eric Holder at the White House. The Medal of Valor is awarded to public safety officers who have exhibited exceptional courage, regardless of personal safety, in the attempt to save or protect others from harm. The Vice President and Attorney General will deliver remarks at this ceremony. This event in the South Court Auditorium is open press and will be streamed live at http://obamawhitehouse.archives.gov/live. Later, the President and the Vice President will meet with Secretary of State Kerry in the Oval Office.This meeting is closed press. Later in the afternoon, as part of €œLive from the White House,€ the President will participate in interviews with local TV anchors from the following markets across the country: Boston, Massachusetts; Charleston, South Carolina; Baltimore, Maryland; Oklahoma City, Oklahoma; Wichita, Kansas; San Antonio, Texas; San Francisco, California; and Honolulu, Hawaii. These interviews in the Diplomatic Room, which are embargoed until 5:00PM EST, are closed press. "	obamawhitehouse.archives.gov/blog?page=114	2013-02-20T00:00:00-05:00	1375	"February 20, 2013"	130220
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. In the afternoon, the President and the Vice President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=93	2013-12-16T00:00:00-05:00	297	"December 16, 2013"	131216
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. Later in the morning, the President and the Vice President will meet with executives from leading tech companies to discuss progress made in addressing performance and capacity issues with HealthCare.Gov and how government can better deliver IT to maximize innovation, efficiency and customer service. The meeting will also address national security and the economic impacts of unauthorized intelligence disclosures.Finally, the President will discuss ways his Administration can partner with the tech sector to further grow the economy, create jobs and address issues around income inequality and social mobility. There will be a stills only pool spray of the meeting. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. Later in the afternoon, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=93	2013-12-17T00:00:00-05:00	1101	"December 17, 2013"	131217
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. Later in the morning, the President and the Vice President will meet with the Privacy and Civil Liberties Oversight Board in the Situation Room. This meeting is closed press. In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. There will be a stills only pool spray of the lunch. Afterward, the President and the Vice President will meet with leaders of the intelligence community in the Situation Room. This meeting is closed press. Later in the afternoon, the President and the Vice President will meet with Secretary of State Kerry in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=93	2014-01-08T00:00:00-05:00	783	"January 8, 2014"	140108
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. Later in the morning, the President and Vice President will meet with members of Congress in the Roosevelt Room to discuss the Administration's ongoing review of signals intelligence programs. This meeting is closed press. In the afternoon, the President will deliver remarks announcing the first five €œPromise Zones,€ located in San Antonio, Philadelphia, Los Angeles, Southeastern Kentucky, and the Choctaw Nation of Oklahoma. The President first announced the Promise Zone Initiative during last year's State of the Union Address, as a way to partner with local communities and businesses to create jobs, increase economic security, expand access to educational opportunities and quality, affordable housing and improve public safety. He will be joined in the East Room by representatives and community members from each of the five Zones. The President's remarks are open press. Later in the afternoon, the President and the Vice President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=93	2014-01-09T00:00:00-05:00	1188	"January 9, 2014"	140109
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office.This meeting is closed press. Later in the morning, the President will meet with faith leaders in the Oval Office to discuss the importance of taking action to pass commonsense immigration reform. The Vice President will also attend. This meeting is closed press. In the afternoon, the President will deliver remarks at the 2013 Tribal Nations Conference at the Department of Interior. The President's remarks are open to pre-credentialed media. Later, the President and the Vice President will meet with Secretary of State Kerry in the Oval Office. This meeting is closed press. Later in the afternoon, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=96	2013-11-13T00:00:00-05:00	850	"November 13, 2013"	131113
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing, and in the afternoon the President will meet with senior advisors. These meetings in the Oval Office are closed press. "	obamawhitehouse.archives.gov/blog?page=93	2014-01-06T00:00:00-05:00	218	"January 6, 2014"	140106
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing, and later in the morning the President will meet with senior advisors. These meetings in the Oval Office are closed press. In the afternoon, the President and Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. "	obamawhitehouse.archives.gov/blog?page=92	2014-01-27T00:00:00-05:00	349	"January 27, 2014"	140127
"In the morning, the President and the Vice President will receive the Presidential Daily Briefing. The President will then meet with senior advisors in the Oval Office. These meetings are closed press. Later in the morning, the President will deliver remarks at the unveiling of a statue of Rosa Parks at the United States Capitol. The statue dedication will be pooled press. At 11:00 AM, the Vice President will deliver remarks on the Administration's proposals to reduce gun violence at the 2013 Winter-Spring Meeting of the National Association of Attorneys General at the Ritz-Carlton in Washington, DC. The Vice President's remarks will be pooled for television and open to correspondents and still photographers; media inquiries and RSVPs should be directed to Marjorie Tharp at mtharp@naag.org or (202) 714-8559. In the afternoon, the Vice President will meet with New York City Mayor Michael Bloomberg at the White House to discuss the Administration's proposals to reduce gun violence. At 6:00 PM, the Vice President and Dr. Jill Biden will host a reception in honor of Black History Month at the Naval Observatory. The Vice President and Dr. Biden's remarks at the top of this event are pooled press. In the evening, the President will deliver remarks at the Business Council dinner and answer questions at the Park Hyatt Hotel in Washington, DC. There will be in-town travel pool coverage for remarks only. "	obamawhitehouse.archives.gov/blog?page=114	2013-02-27T00:00:00-05:00	1418	"February 27, 2013"	130227
